DBH_in,HeighttoTop_ft,Species,CanopyWidth_ft,MostSignificantDefect,Failure_Standardized,ProbabilityofFailure
2.4,10.5,Crapemyrtle,16,Poor Tree Architecture,none,1
2,10,Weeping Bottlebrush,8,Poor Tree Architecture,none,1
3.1,12,Crapemyrtle,20,Poor Tree Architecture,none,1
5.8,25,Laurel Oak,30,Crack,none,2
4,16.5,Crapemyrtle,27,Poor Tree Architecture,none,1
5.6,10,Crapemyrtle,12,Poor Tree Architecture,none,1
2.6,9,Crapemyrtle,11,Poor Tree Architecture,none,1
3,12,Orchid Tree,12,Weak Branch Union,none,1
3.5,10,Crapemyrtle,14,Poor Tree Architecture,none,1
10.3,12.5,Crapemyrtle,17,Poor Tree Architecture,none,1
0.8,9,Crapemyrtle,19,Poor Tree Architecture,none,1
3.9,27,Laurel Oak,15,Decay,none,2
9.7,12,Crapemyrtle,14,Poor Tree Architecture,none,1
12,36.5,Laurel Oak,27,Weak Branch Union,none,2
4.9,22,Laurel Oak,16,Weak Branch Union,none,1
1.2,12,Crapemyrtle,17,"",none,
0.8,12,Carolina Laurelcherry,11,"",none,1
28.5,50.5,Live oak,79,Dead,none,2
1.5,15,Orchid Tree,11,Dead,none,2
30.3,61.5,Live oak,47,Weak Branch Union,none,2
27.9,67,Live oak,55,Decay,none,2
26.8,56.5,Live oak,41,"",none,2
17.8,37,Live oak,52,Weak Branch Union,none,1
9.8,15,southern magnolia,18,Decay,none,2
20.6,64,Live oak,39,Dead,none,3
14,45.5,baldcypress,13,Dead,none,2
20.8,68,Live oak,33,Poor Tree Architecture,none,1
16.1,41,Laurel Oak,38,Dead,none,3
17,33.5,Live oak,34,Leaning Tree,none,1
36.7,66,Live oak,59,Decay,none,1
16.5,59,Live oak,37,Leaning Tree,none,1
9.9,35,Live oak,33,Weak Branch Union,none,1
9.6,57,Live oak,10,Decay,none,3
13.5,73,Live oak,27,Dead,none,3
20.3,65.5,Live oak,59,Dead,none,3
17.5,65,Live oak,34,Dead,none,3
22.2,69,Live oak,46,Decay,none,2
25.1,37.5,Live oak,55,Poor Tree Architecture,none,2
20,43,Live oak,57,Decay,none,2
27.7,52,Live oak,45,"",none,3
15.4,65,Live oak,41,Weak Branch Union,none,1
10.8,23,southern magnolia,18,Decay,none,2
29.6,48.5,sand live oak,57,Decay,none,2
8.1,27.5,Chinaberry,26,Poor Tree Architecture,none,1
55.4,59,Live oak,88,Decay,branch,3
27.1,65.5,Live oak,53,Poor Tree Architecture,branch,1
24.1,54.5,Live oak,43,Dead,branch,3
14.9,47.5,Live oak,25,Decay,branch,3
39,56.5,Live oak,62,Dead,branch,3
43.9,66.5,Live oak,93,Weak Branch Union,branch,1
37.9,35,Live oak,85,Leaning Tree,branch,1
4.2,25.5,Carolina Laurelcherry,12,Dead,whole,2
7.5,12.5,Live oak,13,Decay,whole,3
20.5,60,Live oak,42,Weak Branch Union,branch,1
26.6,60,Live oak,65,Weak Branch Union,branch,1
27.8,49.5,Live oak,47,Poor Tree Architecture,branch,2
32.5,65,Laurel Oak,66,Weak Branch Union,branch,2
13.6,66.5,Laurel Oak,27,Poor Tree Architecture,branch,1
18.8,55.5,Live oak,47,Decay,branch,3
36.8,57.5,Live oak,61,Weak Branch Union,branch,2
18.3,54,Live oak,53,Weak Branch Union,branch,1
27.1,45,Live oak,76,Weak Branch Union,branch,2
29.1,59.5,Live oak,54,Weak Branch Union,branch,1
0.2,4,Orchid Tree,6,Poor Tree Architecture,whole,1
17.7,33,Laurel Oak,37,Weak Branch Union,branch,2
29,60,Live oak,48,Dead,branch,3
31.4,50,Live oak,74,Dead,branch,3
6,25.5,red maple,17,Dead,none,3
24.4,66.5,Laurel Oak,43,Dead,branch,3
21.2,47.5,Camphor Tree,49,Decay,branch,3
14.2,50.5,Laurel Oak,36,Dead,branch,3
15.4,40,Laurel Oak,44,Dead,branch,3
35,63.5,Laurel Oak,52,Decay,branch,2
3.3,13,American Elm,5,Poor Tree Architecture,none,1
32,51,Laurel Oak,62,Decay,branch,2
49.5,54,Laurel Oak,40,Decay,whole,4
31.5,57.5,Live oak,80,"",branch,3
4,29.5,red maple,9,Decay,none,2
36.6,48,Live oak,77,Poor Tree Architecture,none,1
3.4,22.5,Carolina Laurelcherry,15,Leaning Tree,none,1
4.1,26.5,Carolina Laurelcherry,16,"",none,1
2.2,27,Carolina Laurelcherry,13,"",none,1
2.3,21.5,Carolina Laurelcherry,13,Leaning Tree,none,1
10.6,29.5,Live oak,31,Poor Tree Architecture,none,1
22.9,46.5,Live oak,30,Dead,none,3
24.4,44.5,Live oak,38.1,Dead,none,2
4.2,27.5,Carolina Laurelcherry,14,Dead,none,3
3,24,Carolina Laurelcherry,13,Dead,none,2
2.8,25.5,Carolina Laurelcherry,9,"",none,1
12.2,36,Live oak,37,Poor Tree Architecture,none,2
4.5,25,Carolina Laurelcherry,14,Dead,none,3
3.6,21.5,Carolina Laurelcherry,10,"",none,1
16.1,40,Live oak,27,Decay,none,4
22.8,51,Live oak,54,Dead,none,3
9.2,45,Live oak,16,Poor Tree Architecture,none,1
18.7,69,Live oak,37,Decay,none,3
15.8,67,Live oak,14,Poor Tree Architecture,none,1
8.1,25.5,baldcypress,12,"",none,1
14.4,31.5,Live oak,18,Leaning Tree,none,1
16.2,55,Live oak,35,Dead,none,3
24.3,64.5,Laurel Oak,60,Dead,none,3
23,58.5,Live oak,49,Dead,none,3
13.4,31,Live oak,31,Leaning Tree,none,2
41.2,57.5,Live oak,69,Weak Branch Union,none,2
2.2,12,Arborvitae,13,Weak Branch Union,none,1
1.8,10.5,Arborvitae,13,Weak Branch Union,none,1
1.5,8,Weeping Bottlebrush,8,Poor Tree Architecture,none,1
21.8,57,Laurel Oak,29,Poor Tree Architecture,none,2
1.8,8.5,Weeping Bottlebrush,9,Poor Tree Architecture,none,1
1.8,11.5,Crapemyrtle,11,Poor Tree Architecture,none,1
19.3,50,Live oak,45,Weak Branch Union,none,1
22.2,52.5,Live oak,49,Weak Branch Union,none,2
1.5,11,Crapemyrtle,12,Poor Tree Architecture,none,1
1,8,Japanese Privet,14,Poor Tree Architecture,none,1
1.5,11,Crapemyrtle,13,Poor Tree Architecture,none,1
3.5,15,Carolina Laurelcherry,13,Poor Tree Architecture,none,2
0.5,5.5,Carolina Laurelcherry,5,"",none,1
0.5,6.5,Carolina Laurelcherry,6,"",none,1
0.8,6.5,Carolina Laurelcherry,6,"",none,1
4.1,14,baldcypress,8,"",none,1
1.5,7,Crapemyrtle,10,Poor Tree Architecture,none,1
3,9.5,Japanese Privet,15,Poor Tree Architecture,none,1
3.4,14,baldcypress,14,"",none,1
0.2,7.5,Carolina Laurelcherry,5,"",none,1
23.2,53,Live oak,46,Weak Branch Union,none,1
27.4,55,Live oak,45,Weak Branch Union,none,1
0.2,9,Carolina Laurelcherry,5,"",none,1
0.2,9,Carolina Laurelcherry,5,"",none,1
37.6,44.5,Live oak,62,Weak Branch Union,none,1
5.7,19.5,Weeping Bottlebrush,12,"",none,1
29.8,48,Live oak,58,Weak Branch Union,none,1
24.3,43.5,Live oak,41,Weak Branch Union,none,1
23.1,56,Live oak,45,Weak Branch Union,none,1
3.4,26,Red Mulberry,36,Poor Tree Architecture,none,1
10.3,37,red maple,24,Weak Branch Union,none,2
34,50,Laurel Oak,52,Weak Branch Union,none,2
1,7.5,Crapemyrtle,8,Poor Tree Architecture,none,1
16.3,27.5,Weeping Bottlebrush,25,Weak Branch Union,none,1
1,8,Crapemyrtle,7,Poor Tree Architecture,none,1
2.5,6,Japanese Privet,13,Poor Tree Architecture,none,1
2.5,5.5,Japanese Privet,10,Poor Tree Architecture,none,1
3,14,Crapemyrtle,15,Weak Branch Union,none,1
30.7,48,Live oak,82,Weak Branch Union,none,1
1.2,8.5,Crapemyrtle,9,Weak Branch Union,none,1
0.5,7.5,red maple,7,Poor Tree Architecture,none,1
17.3,39,Live oak,41,Weak Branch Union,none,2
0.5,6.5,Orchid Tree,7,Leaning Tree,none,2
0.2,6,Orchid Tree,6,Leaning Tree,none,2
4.7,26.5,Live oak,18,Weak Branch Union,none,1
14.5,48.5,Live oak,34,Leaning Tree,none,2
1.8,22.5,Orchid Tree,10,Leaning Tree,none,2
32.1,56,Live oak,58,Dead,none,3
14.8,15,Live oak,14,Poor Tree Architecture,none,3
0.2,6,Carolina Laurelcherry,5,"",none,1
0.2,10,Carolina Laurelcherry,6,"",none,1
5.5,31,southern magnolia,14,Dead,none,3
5.6,22,southern magnolia,15,Weak Branch Union,none,2
19.9,61.5,Laurel Oak,30,Dead,none,3
26,61.5,Live oak,13,Dead,none,3
1.5,7,Orchid Tree,4,Weak Branch Union,none,1
24.2,49.5,Live oak,79,Leaning Tree,none,1
27.9,47,Laurel Oak,44,Dead,branch,3
14.6,27.5,Live oak,9,Dead,none,3
2.5,6,Crapemyrtle,6,Weak Branch Union,whole,1
21.5,51.5,Laurel Oak,44,Weak Branch Union,branch,2
11.4,38,Chinese elm,38,Leaning Tree,branch,2
7.1,26.5,American Elm,7,"",none,1
2.3,8.5,baldcypress,7,"",none,1
8.6,44.5,American Elm,21,Weak Branch Union,none,1
2.3,6,Crapemyrtle,6,Weak Branch Union,whole,1
10.6,26,Laurel Oak,21,Weak Branch Union,none,2
9.2,25,Southern Redcedar,22,Weak Branch Union,branch,1
26.3,63,Laurel Oak,60,Weak Branch Union,branch,2
5.1,28.5,American Elm,10,"",none,1
19.8,52,baldcypress,21,Dead,none,2
6.6,28.5,American Elm,14,"",none,1
8,42.5,American Elm,18,Weak Branch Union,none,1
6.1,24.5,red maple,15,Decay,none,2
10.2,42.5,American Elm,24,"",none,1
5.1,12,American Elm,6,Poor Tree Architecture,none,1
1.5,23,Carolina Laurelcherry,14,"",none,1
27.8,56.5,Live oak,39,Weak Branch Union,branch,1
15.9,23,sand live oak,31,Leaning Tree,branch,1
19.7,34,sand live oak,38,Leaning Tree,branch,1
21.9,50.5,baldcypress,20,"",branch,1
20.8,50.5,Laurel Oak,60,Weak Branch Union,branch,2
1,11,Crapemyrtle,11,Poor Tree Architecture,none,1
0.5,5.5,Orchid Tree,7,Leaning Tree,none,1
0.8,9,Crapemyrtle,7,Poor Tree Architecture,none,1
0.3,6.5,Carolina Laurelcherry,7,"",none,1
16.5,37.5,red maple,34,Root Problems,none,1
0.5,7,Crapemyrtle,5,Dead,none,3
1,12,Crapemyrtle,6,Poor Tree Architecture,none,1
1.8,18,Crapemyrtle,17,Poor Tree Architecture,none,1
1,16,Carolina Laurelcherry,9,"",none,1
2,21.5,Crapemyrtle,23,Poor Tree Architecture,none,1
1.7,21,Carolina Laurelcherry,8,Poor Tree Architecture,none,1
25,66,Southern Redcedar,35,Poor Tree Architecture,none,1
36.1,52.5,Live oak,42,Dead,branch,2
31.8,55,Laurel Oak,52,Decay,whole,3
43.5,60.5,Live oak,84,Weak Branch Union,branch,1
5.8,25.5,southern magnolia,19,"",whole,1
37.6,53,Laurel Oak,63,Decay,branch,2
21.9,29,Laurel Oak,40,Decay,whole,3
25.3,36.5,Live oak,59,Dead,branch,3
5.1,22.5,southern magnolia,29,Decay,none,1
1.2,11,Crapemyrtle,12,Poor Tree Architecture,none,1
51.2,62,Laurel Oak,80,Decay,whole,4
56,67.5,Live oak,110,Decay,none,3
2,9.5,Arborvitae,14,"",none,1
2,9.5,Arborvitae,13,"",none,1
7.4,34,red maple,18,Decay,none,3
9,12.5,American Elm,9,Poor Tree Architecture,none,1
4.6,21.5,baldcypress,9,"",none,1
4.3,23.5,baldcypress,12,"",none,1
18.7,40.5,Laurel Oak,44,Weak Branch Union,branch,2
58.5,65.5,Laurel Oak,82,Decay,branch,3
14.7,39,baldcypress,16,Dead,none,2
1.2,9.5,baldcypress,6,"",none,1
3.4,20,baldcypress,9,"",none,1
17.9,27,baldcypress,7,Decay,none,3
5.9,29,American Elm,17,Weak Branch Union,none,1
19,21.5,Live oak,24,Decay,none,3
2.8,8,baldcypress,7,"",none,1
17.5,38.5,Laurel Oak,67,Decay,none,3
1.3,9,Crapemyrtle,11,Poor Tree Architecture,none,1
9.7,32.5,Laurel Oak,,Poor Tree Architecture,none,1
1.3,9,Crapemyrtle,10,Poor Tree Architecture,none,1
1.8,10.5,Live oak,7,Weak Branch Union,none,1
5.8,24.5,Chinese elm,29,Leaning Tree,none,2
10.9,32.5,baldcypress,12,"",none,1
1.8,13.5,Live oak,9,Poor Tree Architecture,whole,1
1.5,11.5,Live oak,10,"",whole,1
28.5,45,Laurel Oak,72,Weak Branch Union,branch,1
10.2,27.5,baldcypress,15,"",none,1
14.3,39.5,Live oak,42,Weak Branch Union,none,1
2.8,15,American Elm,27,Poor Tree Architecture,none,2
6.1,25.5,Chinese elm,32,Root Problems,none,2
1,9,Crapemyrtle,9,Weak Branch Union,none,1
3.5,18,American Elm,16,Weak Branch Union,none,1
4,18,Carolina Laurelcherry,18,Poor Tree Architecture,none,1
9.7,38.5,baldcypress,14,"",none,1
33.3,44.5,Laurel Oak,69,Dead,none,3
11,29,American Elm,36,Weak Branch Union,none,2
6.5,23,red maple,11,Decay,none,3
0.5,6,Oleander,8,Poor Tree Architecture,none,1
19.3,38.5,Live oak,37,Decay,none,3
13.5,38,American Elm,29,Weak Branch Union,none,1
7,31.5,American Elm,16,"",none,1
3.3,16.5,Live oak,15,Weak Branch Union,none,2
37.3,70.5,Laurel Oak,57,Decay,branch,3
8.5,31.5,American Elm,23,"",none,1
38,75.5,Laurel Oak,55,Decay,branch,3
58.2,72,Laurel Oak,100,"",whole,3
16.8,40,Laurel Oak,25,Decay,branch,3
7.6,30.5,baldcypress,9,"",none,1
4.2,13,Chinese elm,19,Poor Tree Architecture,none,1
22.4,36.5,Live oak,25,Decay,none,3
19.2,34.5,Live oak,37,Decay,none,2
2.1,8,baldcypress,6,"",none,1
43.2,48.5,Live oak,34,Decay,none,3
40.7,55,Live oak,54,Decay,none,3
19.3,46.5,Live oak,28,Root Problems,none,1
14,30,Live oak,27,Dead,none,3
38.4,65,Laurel Oak,62,Decay,branch,2
29.7,45,Live oak,44,"",branch,3
32.8,55,sand live oak,44,Decay,branch,2
15,41,Live oak,9,Dead,none,3
1.3,12.5,Carolina Laurelcherry,6,Decay,none,3
1,8,Crapemyrtle,11,Weak Branch Union,none,1
3,12.5,southern magnolia,13,Poor Tree Architecture,none,1
1,8.5,Crapemyrtle,10,Weak Branch Union,none,1
14.3,42.5,Laurel Oak,43,Weak Branch Union,none,2
2.5,11,southern magnolia,12,Decay,none,1
18.2,46,Live oak,28,Decay,none,2
16,42.5,Live oak,22,Dead,none,3
20.7,54.5,Live oak,31,Decay,none,1
18.5,37,Live oak,29,Decay,none,2
17.7,26,sand live oak,26,Decay,none,2
1.2,9.5,Crapemyrtle,9,Poor Tree Architecture,none,1
2,14,Crapemyrtle,11,Weak Branch Union,none,1
6.9,34,Live oak,15,Weak Branch Union,none,1
13.7,24.5,Live oak,25,Decay,none,2
6.3,25,Live oak,16,Weak Branch Union,none,1
26.2,44,Flamegold,47,Dead,branch,3
6.5,28,Live oak,18,Weak Branch Union,none,1
23.2,42.5,Live oak,57,Decay,none,2
34,52,sand live oak,53,Decay,branch,3
17.2,51,red maple,41,Weak Branch Union,branch,2
22.4,50.5,sand live oak,32,Weak Branch Union,branch,1
29.8,51.5,sand live oak,58,Dead,branch,3
38.2,53.5,Live oak,52,Dead,none,3
7,30.5,Carolina Laurelcherry,26,Decay,none,2
3.3,22,Carolina Laurelcherry,19,Weak Branch Union,whole,1
18.3,54.5,Southern Redcedar,22,Weak Branch Union,branch,1
29.2,65,Live oak,65,Leaning Tree,branch,1
17.1,58,slash pine,34,Dead,branch,3
39.6,51.5,Live oak,71,Dead,branch,3
1.5,6,Crapemyrtle,6,Poor Tree Architecture,none,1
40.7,53,Live oak,61,Dead,none,2
1,5,Crapemyrtle,5,Poor Tree Architecture,none,1
22,40.5,Camphor Tree,56,Dead,none,3
13.1,39,American Elm,26,Poor Tree Architecture,branch,2
0.2,5,Carolina Laurelcherry,6,"",none,1
2.5,18,Crapemyrtle,21,Weak Branch Union,none,1
0.2,6,Carolina Laurelcherry,8,"",none,1
0.2,5.5,Carolina Laurelcherry,5,"",none,1
1.5,9.5,Oleander,11,Weak Branch Union,none,1
13.7,36.5,Live oak,25,Poor Tree Architecture,none,2
3.8,18,southern magnolia,16,Root Problems,none,2
24.5,53,Laurel Oak,29,Decay,branch,2
22.8,43,Live oak,43,Decay,branch,3
27,57,Laurel Oak,24,"",branch,3
13.6,55,Laurel Oak,22,Weak Branch Union,branch,3
32.5,48.5,Live oak,46,Dead,none,3
6.2,21,southern magnolia,13,Weak Branch Union,none,1
5.4,21,southern magnolia,14,Weak Branch Union,none,1
12.1,33.5,Live oak,23,Weak Branch Union,branch,1
26.1,29,Red Mulberry,45,Weak Branch Union,none,1
2.5,7,southern magnolia,8,Decay,none,2
2.9,9.5,southern magnolia,4,Dead,none,2
20,25.5,Carolina Laurelcherry,28,Decay,none,3
2,10,Japanese Privet,12,Decay,none,2
44.2,60,Laurel Oak,87,Decay,none,4
3.5,23.5,Carolina Laurelcherry,18,Poor Tree Architecture,none,1
1.5,5.5,Brazilian Pepper,8,Poor Tree Architecture,none,1
0.5,9,Carolina Laurelcherry,6,Poor Tree Architecture,none,1
42.6,39.5,Laurel Oak,79,Dead,none,4
11.3,46,baldcypress,18,"",none,1
2.5,9.5,Crapemyrtle,2,Weak Branch Union,none,1
0.5,9,Carolina Laurelcherry,4,Leaning Tree,none,1
43.9,71,Live oak,90,Decay,branch,3
21.1,54,Live oak,47,Poor Tree Architecture,branch,2
25,52,Live oak,67,Decay,whole,3
31,54,Laurel Oak,52,Decay,whole,4
1,14,Carolina Laurelcherry,9,Leaning Tree,none,1
8.9,30,baldcypress,19,Poor Tree Architecture,none,1
24.6,59,Laurel Oak,87,Dead,none,3
35.5,64,sand live oak,72,Dead,none,3
1,12,Carolina Laurelcherry,10,Poor Tree Architecture,none,1
17.4,37,Live oak,49,Root Problems,none,1
24.6,25,sand live oak,39,Decay,none,2
18.5,30.5,Live oak,28,Dead,none,2
41.4,56,Live oak,82,Weak Branch Union,none,1
37.9,68.5,sand live oak,38,Decay,none,3
14.6,35.5,sand live oak,15,Decay,none,2
44.4,61.5,Live oak,85,Dead,none,3
20.9,29,sand live oak,20,Decay,none,4
31.4,39.5,Live oak,51,Leaning Tree,none,1
3,16.5,southern magnolia,13,Poor Tree Architecture,none,1
1,12,Flamegold,14,"",whole,1
1.2,15,Brazilian Pepper,13,Poor Tree Architecture,whole,1
30.2,55.5,Live oak,62,Decay,branch,3
10,32.5,Live oak,22,Poor Tree Architecture,none,2
12.3,39,American Elm,34,Weak Branch Union,none,2
29.5,60,Laurel Oak,35,Decay,whole,4
8,16.5,Weeping Bottlebrush,24,Poor Tree Architecture,none,2
1,8.5,Laurel Oak,10,Poor Tree Architecture,none,1
3.5,11.5,Weeping Bottlebrush,21,Poor Tree Architecture,none,2
15.4,57.5,slash pine,38,Poor Tree Architecture,none,1
32,43.5,Live oak,38,Decay,none,3
37.5,72.5,Live oak,85,Crack,none,3
9.3,24.5,Red Mulberry,30,Poor Tree Architecture,none,2
2.4,13,southern magnolia,3,Root Problems,none,2
0.5,6.5,Carolina Laurelcherry,5,"",none,1
14.9,36,Laurel Oak,27,Weak Branch Union,none,2
36.5,66.5,Laurel Oak,42,Decay,whole,4
23.3,35.5,Arborvitae,22,Decay,whole,2
3.9,31.5,American Elm,12,Leaning Tree,none,1
0.5,6.5,Carolina Laurelcherry,3,"",none,1
0.8,7.5,Carolina Laurelcherry,4,Weak Branch Union,none,1
0.5,7.5,Carolina Laurelcherry,5,"",none,1
1.3,7.5,southern magnolia,4,Decay,none,2
1.5,7,southern magnolia,4,Decay,none,2
6.7,20.5,Live oak,16,Root Problems,none,1
6.4,20,Live oak,19,Poor Tree Architecture,none,1
6.1,21.5,Live oak,14,Weak Branch Union,none,1
12.6,28.5,Live oak,37,Weak Branch Union,none,1
10.1,32.5,Live oak,23,Weak Branch Union,none,1
30.5,60.5,Laurel Oak,38,Decay,branch,2
7.1,21,Live oak,18,Leaning Tree,none,1
6,23,Live oak,12,Weak Branch Union,none,1
10.2,28.5,Live oak,30,Weak Branch Union,none,1
4.4,11.5,Live oak,13,Decay,none,2
0.2,4.5,Carolina Laurelcherry,6,Leaning Tree,none,1
7.5,26.5,Laurel Oak,31,Poor Tree Architecture,none,2
10.8,33.5,Laurel Oak,20,Decay,none,3
30.4,62.5,Live oak,59,Decay,none,3
36.5,60,Live oak,64,Decay,none,1
47.5,65.5,Laurel Oak,81,Decay,none,3
41.8,53,Live oak,95,Decay,none,3
2.5,19.5,Crapemyrtle,19,Poor Tree Architecture,none,1
9.5,23,Southern Redcedar,18,Dead,none,3
22.2,41,Laurel Oak,43,Weak Branch Union,none,2
2.2,18.5,Crapemyrtle,14,Poor Tree Architecture,none,1
7,24.5,Orchid Tree,30,Poor Tree Architecture,none,1
19,47,Laurel Oak,44,Weak Branch Union,none,2
2.5,18.5,Crapemyrtle,15,Poor Tree Architecture,none,1
0.2,5,Crapemyrtle,6,"",none,1
15.6,45.5,Laurel Oak,33,"",none,1
30.5,58,Live oak,51,Weak Branch Union,none,1
39.5,51.1,Live oak,45,Poor Tree Architecture,none,1
5.9,24,Laurel Oak,33,Poor Tree Architecture,none,2
4,12,Crapemyrtle,14,Poor Tree Architecture,none,1
27.5,64,Laurel Oak,44,Poor Tree Architecture,none,3
4,10.5,Crapemyrtle,14,"",none,
24.5,45,Camphor Tree,48,Dead,none,3
39.5,50,Camphor Tree,63,Weak Branch Union,none,1
5.2,13.5,Orchid Tree,12,Leaning Tree,none,2
1.3,8,Weeping Bottlebrush,8,Weak Branch Union,none,1
6.1,27.5,Norfolk Island Pine,15,Leaning Tree,none,1
1.5,8,Weeping Bottlebrush,7,Weak Branch Union,none,1
17.5,57,Laurel Oak,52,Weak Branch Union,none,2
1,7.5,Crapemyrtle,7,Poor Tree Architecture,none,1
30.8,69.5,Laurel Oak,47,Weak Branch Union,none,2
23.7,52,Live oak,75,Dead,none,3
1.3,10,Crapemyrtle,7,Poor Tree Architecture,none,1
1.3,10,Crapemyrtle,8,Poor Tree Architecture,none,1
15.8,43.5,Live oak,42,Weak Branch Union,none,1
1,7,Camphor Tree,7,Poor Tree Architecture,none,1
3,10,Crapemyrtle,14,Weak Branch Union,none,1
4.2,13.5,Crapemyrtle,12,Weak Branch Union,none,1
1.5,14,Carolina Laurelcherry,13,Poor Tree Architecture,none,1
15,31,Flamegold,33,Weak Branch Union,none,1
42.4,55.5,Laurel Oak,41,Decay,whole,3
40.2,51.5,Live oak,76,Decay,none,2
23,61.5,Live oak,23,Weak Branch Union,none,1
21,45,Live oak,50,Decay,none,1
19.6,38.5,Laurel Oak,45,Root Problems,none,1
8.5,22,Arborvitae,21,Weak Branch Union,none,1
1.4,10,Crapemyrtle,11,Poor Tree Architecture,none,1
28.5,50.5,Laurel Oak,72,Decay,branch,4
0.2,2.5,Crapemyrtle,4,"",none,1
1.4,10,Crapemyrtle,10,Poor Tree Architecture,none,1
33.9,73,Laurel Oak,51,Decay,whole,3
43.5,72,Laurel Oak,69,Decay,whole,4
45.6,67,Live oak,90,Decay,branch,3
30.2,43,Laurel Oak,53,Weak Branch Union,branch,2
47,50.5,Laurel Oak,73,Decay,whole,4
43.4,72.5,Live oak,82,Decay,branch,3
1.2,15,Carolina Laurelcherry,12,Poor Tree Architecture,whole,1
5.1,16,Chinese elm,27,Leaning Tree,whole,1
4.3,16,Chinese elm,22,Weak Branch Union,whole,1
35,50,Melaleuca spp.,33,Decay,branch,2
25.7,48,Melaleuca spp.,17,Decay,branch,2
16,49.5,Melaleuca spp.,25,Weak Branch Union,branch,2
20,51.5,Melaleuca spp.,35,Decay,branch,3
16.5,11.5,Arborvitae,13,Weak Branch Union,whole,1
2,13,winged elm,6,Leaning Tree,branch,1
2.5,15,winged elm,13,Poor Tree Architecture,branch,1
8.4,10.5,Arborvitae,11,Weak Branch Union,whole,1
42.3,43,Camphor Tree,58,Dead,branch,4
11.7,23,Arborvitae,19,Dead,branch,3
21.2,26.5,Orchid Tree,35,Decay,branch,4
31,34,Laurel Oak,36,Dead,branch,4
17,20.5,Chinaberry,33,Decay,branch,3
28.5,30,Flamegold,33,Decay,branch,3
31.8,32.5,Laurel Oak,58,Decay,whole,3
40.3,40,Laurel Oak,63,Decay,whole,2
3.7,11.5,winged elm,11,Poor Tree Architecture,whole,2
18.4,20,Carolina laurelcherry,23,Dead,whole,4
26.5,48.5,Laurel Oak,56,Weak Branch Union,branch,1
15.2,16,American elm,20,Dead,whole,3
42.3,63.5,Laurel Oak,42,"",whole,4
49.8,54.5,Laurel Oak,70,Decay,branch,2
45,38,Laurel Oak,49,Decay,branch,4
44.7,52.5,Laurel Oak,60,Dead,branch,4
1.6,14,winged elm,9,Leaning Tree,whole,2
8.3,37.5,winged elm,24,Poor Tree Architecture,branch,1
39.8,45,Camphor Tree,65,Decay,branch,1
1.8,14,winged elm,6,Weak Branch Union,whole,1
74,56,Live oak,97,Dead,branch,3
6.8,16,Carolina laurelcherry,21,Poor Tree Architecture,branch,2
1.9,12,Weeping Bottlebrush,9,Weak Branch Union,whole,1
19.1,37,Laurel Oak,22,Decay,whole,4
15.1,27,Laurel Oak,36,Decay,whole,3
11.2,24,Laurel Oak,26,Decay,branch,3
0.5,10,Crapemyrtle,8,Weak Branch Union,whole,2
27.6,34,Laurel Oak,54,Decay,branch,2
28,47.5,Chinaberry,41,Poor Tree Architecture,branch,2
49.7,73,Live oak,116,Weak Branch Union,branch,2
2,6.5,Oleander,6,Decay,whole,3
22.5,36.5,water oak,36,"",whole,4
7.1,19,Chinese elm,20,Weak Branch Union,none,1
6.2,21.5,Chinese elm,19,Root Problems,none,2
4.3,17,Chinese elm,24,Weak Branch Union,none,1
6.3,16.5,Chinese elm,23,Weak Branch Union,none,1
5.2,21.5,Chinese elm,21,Leaning Tree,none,1
5.3,20,Chinese elm,24,Leaning Tree,none,1
8,25.5,Chinese elm,28,Poor Tree Architecture,none,1
7.8,24.5,Chinese elm,21,Poor Tree Architecture,none,1
8.2,21.5,Chinese elm,30,Poor Tree Architecture,none,1
10.3,36.5,slash pine,15.1,Dead,none,3
10.2,31.5,slash pine,15,Dead,none,3
12,39.5,slash pine,16,Dead,none,3
14.4,49.5,slash pine,16,Dead,none,4
9.5,23.5,slash pine,18,Dead,none,3
9.1,32.5,slash pine,16,Dead,none,3
8.8,31.5,slash pine,15,Dead,none,3
9.7,51,slash pine,11,Dead,none,3
6.8,27,slash pine,10,Dead,none,3
11.4,39.5,slash pine,17,Dead,none,3
11.3,38.5,slash pine,13,Dead,none,3
11.6,29,slash pine,19,Dead,none,3
9.8,37.5,slash pine,17,Dead,none,3
11.5,34,slash pine,14,Dead,none,3
14,41,slash pine,19,Dead,none,3
8.5,40,slash pine,16,Dead,none,3
12,39.5,slash pine,23,Dead,none,3
8.3,38.5,slash pine,14,Dead,none,3
8.2,30,slash pine,16,Dead,none,3
13,38,slash pine,23,Dead,none,3
10.8,36.5,slash pine,14,Dead,none,3
10.8,52.5,slash pine,15,Dead,none,3
8.8,39,slash pine,9,Dead,none,3
8.5,18,slash pine,12,Leaning Tree,none,2
9,41,slash pine,11,Dead,none,3
8.4,31,slash pine,15,Dead,none,3
10.7,29.5,slash pine,20,Dead,none,3
12.1,39,slash pine,25,Dead,none,3
2,6,Yew Podocarpus,6,Poor Tree Architecture,none,1
21.4,17,Orchid Tree,21,Decay,none,3
2.9,14,Crapemyrtle,14,Dead,none,3
19.5,28,Orchid Tree,30,Decay,none,4
22.4,28.5,Camphor Tree,38,Decay,none,3
19.9,25,Camphor Tree,32,Poor Tree Architecture,none,2
